ScientificName,AphiaID,Match type,Qualitystatus,Taxon status,ScientificName,Authority,AphiaID_accepted,ScientificName_accepted,Authority_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,isMarine,isBrackish,isFresh,isTerrestrial,Citation
Thornenema,583045,exact,Checked by Taxonomic Editor,accepted,Thornenema,"Andrássy, 1959",583045,Thornenema,"Andrássy, 1959",Animalia,Nematoda,Enoplea,Dorylaimida,Thornenematidae,Thornenema,,,,0,0,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Thornenema Andrássy, 1959. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=583045 on 2022-06-30"
Thornia,1294008,exact,Checked by Taxonomic Editor,accepted,Thornia,"Meyl, 1954",1294008,Thornia,"Meyl, 1954",Animalia,Nematoda,Enoplea,Dorylaimida,Thorniidae,Thornia,,,,,1,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Thornia Meyl, 1954. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1294008 on 2022-06-30"
Trichodorus,227385,exact,Checked by Taxonomic Editor,accepted,Trichodorus,"Cobb, 1913",227385,Trichodorus,"Cobb, 1913",Animalia,Nematoda,Enoplea,Triplonchida,Trichodoridae,Trichodorus,,,,,,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Trichodorus Cobb, 1913. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=227385 on 2022-06-30"
Tripyla,2585,exact,Checked by Taxonomic Editor,accepted,Tripyla,"Bastian, 1865",2585,Tripyla,"Bastian, 1865",Animalia,Nematoda,Enoplea,Triplonchida,Tripylidae,Tripyla,,,,0,1,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Tripyla Bastian, 1865. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=2585 on 2022-06-30"
Trophotylenchulus,1294171,exact,Checked by Taxonomic Editor,accepted,Trophotylenchulus,"Raski, 1957",1294171,Trophotylenchulus,"Raski, 1957",Animalia,Nematoda,Chromadorea,Rhabditida,Tylenchulidae,Trophotylenchulus,,,,0,0,0,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Trophotylenchulus Raski, 1957. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1294171 on 2022-06-30"
Trophurus,1323149,exact,Checked by Taxonomic Editor,accepted,Trophurus,"Loof, 1956",1323149,Trophurus,"Loof, 1956",Animalia,Nematoda,Chromadorea,Rhabditida,Dolichodoridae,Trophurus,,,,0,0,,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Trophurus Loof, 1956. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1323149 on 2022-06-30"
Tylencholaimellus,1294167,exact,Checked by Taxonomic Editor,accepted,Tylencholaimellus,"Cobb in Cobb, 1915",1294167,Tylencholaimellus,"Cobb in Cobb, 1915",Animalia,Nematoda,Enoplea,Dorylaimida,Tylencholaimellidae,Tylencholaimellus,,,,,,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Tylencholaimellus Cobb in Cobb, 1915. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1294167 on 2022-06-30"
Tylencholaimus,583055,exact,Checked by Taxonomic Editor,accepted,Tylencholaimus,"de Man, 1876",583055,Tylencholaimus,"de Man, 1876",Animalia,Nematoda,Enoplea,Dorylaimida,Qudsianematidae,Tylencholaimus,,,,0,0,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Tylencholaimus de Man, 1876. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=583055 on 2022-06-30"
Tylenchorhynchus,583056,exact,Checked by Taxonomic Editor,accepted,Tylenchorhynchus,"Cobb, 1913",583056,Tylenchorhynchus,"Cobb, 1913",Animalia,Nematoda,Chromadorea,Rhabditida,Dolichodoridae,Tylenchorhynchus,,,,0,0,,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Tylenchorhynchus Cobb, 1913. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=583056 on 2022-06-30"
Tylenchus,458892,exact,Checked by Taxonomic Editor,accepted,Tylenchus,"Bastian, 1865",458892,Tylenchus,"Bastian, 1865",Animalia,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Tylenchus,,,,0,,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Tylenchus Bastian, 1865. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=458892 on 2022-06-30"
Tyleptus,583057,exact,Checked by Taxonomic Editor,accepted,Tyleptus,"Thorne, 1939",583057,Tyleptus,"Thorne, 1939",Animalia,Nematoda,Enoplea,Dorylaimida,Leptonchidae,Tyleptus,,,,0,0,0,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Tyleptus Thorne, 1939. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=583057 on 2022-06-30"
Tylocephalus,227275,exact,Checked by Taxonomic Editor,accepted,Tylocephalus,"Crossman, 1933",227275,Tylocephalus,"Crossman, 1933",Animalia,Nematoda,Chromadorea,Plectida,Plectidae,Tylocephalus,,,,,,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Tylocephalus Crossman, 1933. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=227275 on 2022-06-30"
Tylopharynx,1294173,exact,Checked by Taxonomic Editor,accepted,Tylopharynx,"de Man, 1876",1294173,Tylopharynx,"de Man, 1876",Animalia,Nematoda,Chromadorea,Rhabditida,Diplogastridae,Tylopharynx,,,,,,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Tylopharynx de Man, 1876. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1294173 on 2022-06-30"
Wilsonema,227277,exact,Checked by Taxonomic Editor,accepted,Wilsonema,"Cobb, 1913",227277,Wilsonema,"Cobb, 1913",Animalia,Nematoda,Chromadorea,Plectida,Plectidae,Wilsonema,,,,0,0,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Wilsonema Cobb, 1913. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=227277 on 2022-06-30"
Xenocriconemella,1427591,exact,Checked by Taxonomic Editor,accepted,Xenocriconemella,"De Griesse & Loof, 1965",1427591,Xenocriconemella,"De Griesse & Loof, 1965",Animalia,Nematoda,Chromadorea,Rhabditida,Criconematidae,Xenocriconemella,,,,0,0,,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Xenocriconemella De Griesse & Loof, 1965. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1427591 on 2022-06-30"
Xiphinema,583061,exact,Checked by Taxonomic Editor,accepted,Xiphinema,"Cobb, 1913",583061,Xiphinema,"Cobb, 1913",Animalia,Nematoda,Enoplea,Dorylaimida,Longidoridae,Xiphinema,,,,0,0,0,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Xiphinema Cobb, 1913. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=583061 on 2022-06-30"
alien.jpg,,,,,,,,,,,,,,,,,,,,,,,
alienmo.jpg,,,,,,,,,,,,,,,,,,,,,,,
Aporcelaimium,,,,,,,,,,,,,,,,,,,,,,,
barracudamo.jpg,,,,,,,,,,,,,,,,,,,,,,,
Basiria,,ambiguous,,,,,,,,,,,,,,,,,,,,,
Becky3.jpg,,,,,,,,,,,,,,,,,,,,,,,
calipers.jpg,,,,,,,,,,,,,,,,,,,,,,,
candycane.jpg,,,,,,,,,,,,,,,,,,,,,,,
candycanemo.jpg,,,,,,,,,,,,,,,,,,,,,,,
catfish.jpg,,,,,,,,,,,,,,,,,,,,,,,
ceflapd.jpg,,,,,,,,,,,,,,,,,,,,,,,
Chrysonema,,ambiguous,,,,,,,,,,,,,,,,,,,,,
crab.jpg,,,,,,,,,,,,,,,,,,,,,,,
crabmo.jpg,,,,,,,,,,,,,,,,,,,,,,,
Criconematid,,,,,,,,,,,,,,,,,,,,,,,
Criconmema,,,,,,,,,,,,,,,,,,,,,,,
croc.jpg,,,,,,,,,,,,,,,,,,,,,,,
Dolichordorus,,,,,,,,,,,,,,,,,,,,,,,
dolphin.jpg,,,,,,,,,,,,,,,,,,,,,,,
Dominicactinolaimus,,,,,,,,,,,,,,,,,,,,,,,
escargot.jpg,,,,,,,,,,,,,,,,,,,,,,,
Genus,,,,,,,,,,,,,,,,,,,,,,,
gnome.jpg,,,,,,,,,,,,,,,,,,,,,,,
halleyi.jpg,,,,,,,,,,,,,,,,,,,,,,,
kiwiensis.jpg,,,,,,,,,,,,,,,,,,,,,,,
lady.jpg,,,,,,,,,,,,,,,,,,,,,,,
ladymo.jpg,,,,,,,,,,,,,,,,,,,,,,,
Loncharionema,,,,,,,,,,,,,,,,,,,,,,,
missile.jpg,,,,,,,,,,,,,,,,,,,,,,,
moon.jpg,,,,,,,,,,,,,,,,,,,,,,,
mouse.jpg,,,,,,,,,,,,,,,,,,,,,,,
nemahead.jpg,,,,,,,,,,,,,,,,,,,,,,,
nemaheadmo.jpg,,,,,,,,,,,,,,,,,,,,,,,
Paraplectonema,,ambiguous,,,,,,,,,,,,,,,,,,,,,
Pararotylenchus,,,,,,,,,,,,,,,,,,,,,,,
Paraxonchium,,,,,,,,,,,,,,,,,,,,,,,
pickle.jpg,,,,,,,,,,,,,,,,,,,,,,,
porpoise.jpg,,,,,,,,,,,,,,,,,,,,,,,
Pratylenchus,,ambiguous,,,,,,,,,,,,,,,,,,,,,
rudolph.jpg,,,,,,,,,,,,,,,,,,,,,,,
screweye.jpg,,,,,,,,,,,,,,,,,,,,,,,
screweyemo.jpg,,,,,,,,,,,,,,,,,,,,,,,
shark.jpg,,,,,,,,,,,,,,,,,,,,,,,
sharkmo.jpg,,,,,,,,,,,,,,,,,,,,,,,
thumb.jpg,,,,,,,,,,,,,,,,,,,,,,,
tornado.jpg,,,,,,,,,,,,,,,,,,,,,,,
valentode.jpg,,,,,,,,,,,,,,,,,,,,,,,
viking.jpg,,,,,,,,,,,,,,,,,,,,,,,
whale.jpg,,,,,,,,,,,,,,,,,,,,,,,
Willinema,,,,,,,,,,,,,,,,,,,,,,,
